week,rank,title,artist,spotify_id
2025-08-17,34,All The Way,BigXthaPlug Featuring Bailey Zimmerman,73kIKvg65QWieOKXIwyLJP
2025-08-17,35,After All The Bars Are Closed,Thomas Rhett,0oBbkZuDLkT8DY9DK67kfr
2025-08-17,36,Blue Strips,jessie murph,7u7IqryLFAygWFz6bsEB7y
2025-08-17,37,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-08-17,38,Burning Blue,Mariah the Scientist,0aWHb6ujnlXkmmOI1ltStc
2025-08-17,39,Happen To Me,Russell Dickerson,1vgourDwo7hFFamSxepvar
2025-08-17,40,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-08-17,41,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-08-17,42,Folded,Kehlani,0bxPRWprUVpQK0UFcddkrA
2025-08-17,43,What Did I Miss?,Drake,57GsLpRtEtrzcPGPop20rS
2025-08-17,44,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-08-17,45,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg
2025-08-17,46,Just Say Dat,Gunna,5sVrb7EJxs2LriI1m3KuX2
2025-08-17,47,Back In The Saddle,Luke Combs,6tlZIGGXozhQpYyKesjwWL
2025-08-17,48,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,11E0Czz974QfKWqJ9Niv5A
2025-08-17,49,Hell At Night,BigXthaPlug Featuring Ella Langley,7uulTURh3qtUEUnMNtgcA6
2025-08-17,50,Better Me For You (Brown Eyes),Max McNown,4Iu73sdCNxZXZUIyClMoPZ
2025-08-17,51,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,5Xl87hTgoBbSnEXKNse77Q
2025-08-17,52,20 Cigarettes,Morgan Wallen,0YsIYFRoxkmEvbKCwTp0Tg
2025-08-17,53,Sugar On My Tongue,"Tyler, the Creator",6xV7Be6XEvkSnighmh2Tzj
2025-08-17,54,6 Months Later,Megan Moroney,4Km9FSF9iaQiTLnFPdbPom
2025-08-17,55,No Broke Boys,Disco Lines & Tinashe,3cZajhyr8LmtPfHZ9296tj
2025-08-17,56,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-08-17,57,Amen,Shaboozey & Jelly Roll,2iSfSJrho5XkU2NmAnZ9ZV
2025-08-17,58,Eternity,Alex Warren,6wHpLMmp98aHcV8L1JFrj8
2025-08-17,59,Outside,Cardi B,139nLHDFZNr3anx8CpUy7u
2025-08-17,60,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",1rKQjUhF9zFJmuUotr3VkV
2025-08-17,61,Your Way's Better,Forrest Frank,4qrbjoNP9NZwe79Rg9IlFU
2025-08-17,62,Strategy,Twice,6Q3lFQgpvhA9VApFKLFZtZ
2025-08-17,63,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,170CNv2CAZn8wg6GxvHXYC
2025-08-17,64,House Again,Hudson Westbrook,1zM8S2pnIclcdTmrfFnWtX
2025-08-17,65,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",0QCIpQV3twfqo9kh0t8Zza
2025-08-17,66,Just Keep Watching,Tate McRae,2yWlGEgEfPot0lv3OAjuG3
2025-08-17,67,Which One,Drake & Central Cee,5FMyXeZ0reYloRTiCkPprT
2025-08-17,68,Forever Be Mine,Gunna Featuring Wizkid,6sIWcLjuMvOcxAfMOx1kbB
2025-08-17,69,Fix What You Didn't Break,Nate Smith,0GJ8peTqHq9pu5Yf2vHjjX
2025-08-17,70,Sakpase,Gunna,5dxgZCSp8CDx4WS9CQWYQG
2025-08-17,71,Bar None,Jordan Davis,212xtcXoSqbbwFAYd0zvNP
2025-08-17,72,At My Purest,Gunna Featuring Offset,04Sj1n92DjKj9R3kw9aoez
2025-08-17,73,So Far So Fake,Pierce the Veil,3fWibgdtgIie6LKTZ2rUoI
2025-08-17,74,Jump,BLACKPINK,5H1sKFMzDeMtXwND3V6hRY
2025-08-17,75,Party 4 U,Charli xcx,2RdEC8Ff83WkX7kDVCHseE
2025-08-17,76,Gabriela,KATSEYE,1xOqGUkyxGQRdCvGpvWKmL
2025-08-17,77,Superman,Morgan Wallen,3KC1yCIfkLrRaeeMUEKvg3
2025-08-17,78,Ring Ring Ring,"Tyler, the Creator",1lTqq0aC6r2bXLviQ3oaVt
2025-08-17,79,Cliche,MGK,0dTdxwwH6FYsJL0l3TgSe2
2025-08-17,80,Let That Sink In,Gunna,4ZLYmhOdNGMxTW4rMIiyAT
2025-08-17,81,Bowery,Zach Bryan Featuring Kings of Leon,0r0WHxrK2Au44VqIbtxjFa
2025-08-17,82,Somewhere Over Laredo,Lainey Wilson,0aGIy8kll4HYDnNTDlf2vU
2025-08-17,83,Marlboro Rojo,Fuerza Regida,3hpm0fTeSqlhJbnqAgaLZs
2025-08-17,84,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-08-17,85,Don't Mind If I Do,Riley Green Featuring Ella Langley,6yIaRllz0lCXuISYsqyCNH
2025-08-17,86,Lost,Bailey Zimmerman & The Kid LAROI,6805NqZ8c443YjfQERNoAq
2025-08-17,87,gp,Gunna,0TPiDjETmLNNHQwlOVw086
2025-08-17,88,Rather Lie,Playboi Carti & The Weeknd,68qeaZhtMZ6abrJCYt6nQn
2025-08-17,89,Nice To Meet You,Myles Smith,726SEjbF3ToEbYbn43gnxl
2025-08-17,90,EOO,Bad Bunny,6J5kc12BW5HuP3d7C3vvx8
2025-08-17,91,Frecuencia,Dareyes de La Sierra,56bPsRfOKla3bGGmVz1uk4
2025-08-17,92,Sparks,Coldplay,7D0RhFcb3CrfPuTJ0obrod
2025-08-17,93,Country Song Came On,Luke Bryan,0LyGv85e5XkkSKBxNOopVE
2025-08-17,94,wgft,Gunna Featuring Burna Boy,6cXrni7EHNs6enp5lQdGeH
2025-08-17,95,Napoleon,$uicideboy$,328p9YLeNTjWUnL6qCXqmv
2025-08-17,96,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-08-17,97,TN,Morgan Wallen,7lq4b3sYM9cYSnCMxCafKe
2025-08-17,98,Went Legit,G Herbo,2I9517MJ7979KTtFjbDo5E
2025-08-17,99,Many Nights,Gunna,0IhMkvwh9SBreIrTVtXCTf
2025-08-17,100,Typa,Glorilla,08L2vgqPpiLt7PpwMHbbk1
2025-08-24,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5Cp75TUMrHF6c8xbhdligS
2025-08-24,2,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-08-24,3,What I Want,Morgan Wallen Featuring Tate McRae,3CjeDMzL35p8ioIBZwPlii
2025-08-24,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",1I37Zz2g3hk9eWxaNkj031
2025-08-24,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",02sy7FAs8dkDNYsHp4Ul3f
2025-08-24,6,Love Me Not,Ravyn Lenae,1UNEuG9DYOWiikf00ayr52
2025-08-24,7,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-08-24,8,Daisies,Justin Bieber,5BZsQlgw21vDOAjoqkNgKb
2025-08-24,9,Just In Case,Morgan Wallen,02Ya2Q08bBKFqUJvjmyRXK
2025-08-24,10,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",3RXUgPNIbUgFxsDWuBQEt6
2025-08-24,11,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-08-24,12,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-08-24,13,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
2025-08-24,14,Manchild,Sabrina Carpenter,42UBPzRMh5yyz0EDPr6fr1
2025-08-24,15,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-08-24,16,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv
2025-08-24,17,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9
2025-08-24,18,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR
2025-08-24,19,I Got Better,Morgan Wallen,4gfrYDtaRmp6HPvN80V2ob
2025-08-24,20,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5sBDrrtLGbV64QJnEqfjer
2025-08-24,21,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ
2025-08-24,22,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB
2025-08-24,23,Free,"Rumi, JINU, EJAE & Andrew Choi",5DxDLsW6PsLz5gkwC7Mk5S
2025-08-24,24,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP
2025-08-24,25,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",0MHStU0muAIEMbwdnebYu2
2025-08-24,26,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-08-24,27,Undressed,sombr,4AajxCEwGEsmHmT4H1TwjY
2025-08-24,28,The Subway,Chappell Roan,2SsY5k7UWFqgye3PUMG3Oq
2025-08-24,29,Yukon,Justin Bieber,29iva9idM6rFCPUlu7Rhxl
2025-08-24,30,Mystical Magical,Benson Boone,221eHga9f9Ne4f8D7WVgPT
2025-08-24,31,Back To Friends,sombr,0FTmksd2dxiE5e3rWyJXs6
2025-08-24,32,It Depends,Chris Brown Featuring Bryson Tiller,5JrQ1Jc3udCcAJasEpH0Ov
2025-08-24,33,All The Way,BigXthaPlug Featuring Bailey Zimmerman,73kIKvg65QWieOKXIwyLJP
2025-08-24,34,Backup Plan,Bailey Zimmerman & Luke Combs,58is1MxJ0mafkdwalyYanU
2025-08-24,35,Folded,Kehlani,0bxPRWprUVpQK0UFcddkrA
2025-08-24,36,Burning Blue,Mariah the Scientist,0aWHb6ujnlXkmmOI1ltStc
2025-08-24,37,Blue Strips,jessie murph,7u7IqryLFAygWFz6bsEB7y
2025-08-24,38,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-08-24,39,After All The Bars Are Closed,Thomas Rhett,0oBbkZuDLkT8DY9DK67kfr
2025-08-24,40,Happen To Me,Russell Dickerson,1vgourDwo7hFFamSxepvar
2025-08-24,41,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-08-24,42,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-08-24,43,Bar None,Jordan Davis,212xtcXoSqbbwFAYd0zvNP
2025-08-24,44,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-08-24,45,What Did I Miss?,Drake,57GsLpRtEtrzcPGPop20rS
2025-08-24,46,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg
2025-08-24,47,Back In The Saddle,Luke Combs,6tlZIGGXozhQpYyKesjwWL
2025-08-24,48,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,5Xl87hTgoBbSnEXKNse77Q
2025-08-24,49,Sugar On My Tongue,"Tyler, the Creator",6xV7Be6XEvkSnighmh2Tzj
2025-08-24,50,No Broke Boys,Disco Lines & Tinashe,3cZajhyr8LmtPfHZ9296tj
2025-08-24,51,6 Months Later,Megan Moroney,4Km9FSF9iaQiTLnFPdbPom
2025-08-24,52,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,11E0Czz974QfKWqJ9Niv5A
2025-08-24,53,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",1rKQjUhF9zFJmuUotr3VkV
2025-08-24,54,Somewhere Over Laredo,Lainey Wilson,0aGIy8kll4HYDnNTDlf2vU
2025-08-24,55,20 Cigarettes,Morgan Wallen,0YsIYFRoxkmEvbKCwTp0Tg
2025-08-24,56,House Again,Hudson Westbrook,1zM8S2pnIclcdTmrfFnWtX
2025-08-24,57,Strategy,Twice,6Q3lFQgpvhA9VApFKLFZtZ
2025-08-24,58,Amen,Shaboozey & Jelly Roll,2iSfSJrho5XkU2NmAnZ9ZV
2025-08-24,59,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-08-24,60,Outside,Cardi B,139nLHDFZNr3anx8CpUy7u
2025-08-24,61,Hell At Night,BigXthaPlug Featuring Ella Langley,7uulTURh3qtUEUnMNtgcA6
2025-08-24,62,Your Way's Better,Forrest Frank,4qrbjoNP9NZwe79Rg9IlFU
2025-08-24,63,Just Keep Watching,Tate McRae,2yWlGEgEfPot0lv3OAjuG3
2025-08-24,64,So Far So Fake,Pierce the Veil,3fWibgdtgIie6LKTZ2rUoI
2025-08-24,65,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",0QCIpQV3twfqo9kh0t8Zza
2025-08-24,66,Eternity,Alex Warren,6wHpLMmp98aHcV8L1JFrj8
2025-08-24,67,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,170CNv2CAZn8wg6GxvHXYC
2025-08-24,68,Better Me For You (Brown Eyes),Max McNown,4Iu73sdCNxZXZUIyClMoPZ
2025-08-24,69,Marlboro Rojo,Fuerza Regida,3hpm0fTeSqlhJbnqAgaLZs
2025-08-24,70,Imaginary Playerz,Cardi B,37tH9V9YK8P9Q2oGfZjJXy
2025-08-24,71,Party 4 U,Charli xcx,2RdEC8Ff83WkX7kDVCHseE
2025-08-24,72,Gabriela,KATSEYE,1xOqGUkyxGQRdCvGpvWKmL
2025-08-24,73,Which One,Drake & Central Cee,5FMyXeZ0reYloRTiCkPprT
2025-08-24,74,Jump,BLACKPINK,5H1sKFMzDeMtXwND3V6hRY
2025-08-24,75,Superman,Morgan Wallen,3KC1yCIfkLrRaeeMUEKvg3
2025-08-24,76,Rather Lie,Playboi Carti & The Weeknd,68qeaZhtMZ6abrJCYt6nQn
2025-08-24,77,Last One To Know,Gavin Adcock,4JAmBKnHyq2avqNvJ81Mao
2025-08-24,78,Don't Mind If I Do,Riley Green Featuring Ella Langley,6yIaRllz0lCXuISYsqyCNH
2025-08-24,79,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-08-24,80,Nice To Meet You,Myles Smith,726SEjbF3ToEbYbn43gnxl
2025-08-24,81,Sparks,Coldplay,7D0RhFcb3CrfPuTJ0obrod
2025-08-24,82,Went Legit,G Herbo,2I9517MJ7979KTtFjbDo5E
2025-08-24,83,Frecuencia,Dareyes de La Sierra,56bPsRfOKla3bGGmVz1uk4
2025-08-24,84,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-08-24,85,Ring Ring Ring,"Tyler, the Creator",1lTqq0aC6r2bXLviQ3oaVt
2025-08-24,86,Heart Of Stone,Jelly Roll,1bXKpjbalq0If54LBffE0i
2025-08-24,87,TN,Morgan Wallen,7lq4b3sYM9cYSnCMxCafKe
2025-08-24,88,Typa,Glorilla,08L2vgqPpiLt7PpwMHbbk1
2025-08-24,89,Just Say Dat,Gunna,5sVrb7EJxs2LriI1m3KuX2
2025-08-24,90,Cliche,MGK,0dTdxwwH6FYsJL0l3TgSe2
2025-08-24,91,Let Down,Radiohead,2fuYa3Lx06QQJAm0MjztKr
2025-08-24,92,Tu Sancho,Fuerza Regida,6eLQXa6uk2EW8drsiKbABZ
2025-08-24,93,wgft,Gunna Featuring Burna Boy,6cXrni7EHNs6enp5lQdGeH
2025-08-24,94,Bloodline,Alex Warren With Jelly Roll,0qmhTHMVxnXRmT5N92wTD9
2025-08-24,95,Is It A Crime,Mariah the Scientist & Kali Uchis,1jTe5liUdnRjbie1luBi6J
2025-08-24,96,Forever Be Mine,Gunna Featuring Wizkid,6sIWcLjuMvOcxAfMOx1kbB
2025-08-24,97,Somebody,Latto,1GpslorH7Gi64x8uodyvfO
2025-08-24,98,What Kinda Man,Parker McCollum,2K6T1iKa7coghsISspjPv8
2025-08-24,99,Country Song Came On,Luke Bryan,0LyGv85e5XkkSKBxNOopVE
2025-08-24,100,Napoleon,$uicideboy$,328p9YLeNTjWUnL6qCXqmv
2025-08-31,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5Cp75TUMrHF6c8xbhdligS
2025-08-31,2,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-08-31,3,What I Want,Morgan Wallen Featuring Tate McRae,3CjeDMzL35p8ioIBZwPlii
2025-08-31,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",1I37Zz2g3hk9eWxaNkj031
2025-08-31,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",02sy7FAs8dkDNYsHp4Ul3f
2025-08-31,6,Love Me Not,Ravyn Lenae,1UNEuG9DYOWiikf00ayr52
2025-08-31,7,Manchild,Sabrina Carpenter,42UBPzRMh5yyz0EDPr6fr1
2025-08-31,8,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-08-31,9,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",3RXUgPNIbUgFxsDWuBQEt6
2025-08-31,10,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-08-31,11,Daisies,Justin Bieber,5BZsQlgw21vDOAjoqkNgKb
2025-08-31,12,Just In Case,Morgan Wallen,02Ya2Q08bBKFqUJvjmyRXK
2025-08-31,13,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
2025-08-31,14,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-08-31,15,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-08-31,16,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv
2025-08-31,17,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9
2025-08-31,18,I Got Better,Morgan Wallen,4gfrYDtaRmp6HPvN80V2ob
2025-08-31,19,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5sBDrrtLGbV64QJnEqfjer
2025-08-31,20,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR
2025-08-31,21,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",0MHStU0muAIEMbwdnebYu2
2025-08-31,22,All The Way,BigXthaPlug Featuring Bailey Zimmerman,73kIKvg65QWieOKXIwyLJP
2025-08-31,23,Free,"Rumi, JINU, EJAE & Andrew Choi",5DxDLsW6PsLz5gkwC7Mk5S
2025-08-31,24,Undressed,sombr,4AajxCEwGEsmHmT4H1TwjY
2025-08-31,25,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB
2025-08-31,26,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ
2025-08-31,27,Mystical Magical,Benson Boone,221eHga9f9Ne4f8D7WVgPT
2025-08-31,28,Jealous Type,Doja Cat,1IfGOnXoMBkiKC9xljlSfa
2025-08-31,29,Burning Blue,Mariah the Scientist,0aWHb6ujnlXkmmOI1ltStc
2025-08-31,30,Backup Plan,Bailey Zimmerman & Luke Combs,58is1MxJ0mafkdwalyYanU
2025-08-31,31,Back To Friends,sombr,0FTmksd2dxiE5e3rWyJXs6
2025-08-31,32,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-08-31,33,Yukon,Justin Bieber,29iva9idM6rFCPUlu7Rhxl
2025-08-31,34,It Depends,Chris Brown Featuring Bryson Tiller,5JrQ1Jc3udCcAJasEpH0Ov
2025-08-31,35,Hell At Night,BigXthaPlug Featuring Ella Langley,7uulTURh3qtUEUnMNtgcA6
2025-08-31,36,The Subway,Chappell Roan,2SsY5k7UWFqgye3PUMG3Oq
2025-08-31,37,Folded,Kehlani,0bxPRWprUVpQK0UFcddkrA
2025-08-31,38,Happen To Me,Russell Dickerson,1vgourDwo7hFFamSxepvar
2025-08-31,39,Blue Strips,jessie murph,7u7IqryLFAygWFz6bsEB7y
2025-08-31,40,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-08-31,41,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-08-31,42,After All The Bars Are Closed,Thomas Rhett,0oBbkZuDLkT8DY9DK67kfr
2025-08-31,43,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-08-31,44,Bar None,Jordan Davis,212xtcXoSqbbwFAYd0zvNP
2025-08-31,45,No Broke Boys,Disco Lines & Tinashe,3cZajhyr8LmtPfHZ9296tj
2025-08-31,46,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-08-31,47,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,5Xl87hTgoBbSnEXKNse77Q
2025-08-31,48,What Did I Miss?,Drake,57GsLpRtEtrzcPGPop20rS
2025-08-31,49,Back In The Saddle,Luke Combs,6tlZIGGXozhQpYyKesjwWL
2025-08-31,50,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",1rKQjUhF9zFJmuUotr3VkV
2025-08-31,51,Strategy,Twice,6Q3lFQgpvhA9VApFKLFZtZ
2025-08-31,52,Ceremony,Stray Kids,62xU1NllqWBCbkZFTXEqzF
2025-08-31,53,Sugar On My Tongue,"Tyler, the Creator",6xV7Be6XEvkSnighmh2Tzj
2025-08-31,54,Somewhere Over Laredo,Lainey Wilson,0aGIy8kll4HYDnNTDlf2vU
2025-08-31,55,6 Months Later,Megan Moroney,4Km9FSF9iaQiTLnFPdbPom
2025-08-31,56,House Again,Hudson Westbrook,1zM8S2pnIclcdTmrfFnWtX
2025-08-31,57,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-08-31,58,20 Cigarettes,Morgan Wallen,0YsIYFRoxkmEvbKCwTp0Tg
2025-08-31,59,Is It A Crime,Mariah the Scientist & Kali Uchis,1jTe5liUdnRjbie1luBi6J
2025-08-31,60,12 To 12,sombr,6MrLkXsMmHaYt680fhJUAq
2025-08-31,61,Box Me Up,BigXthaPlug Featuring Jelly Roll,5tdz7T4hTxA1ipJMBe24uX
2025-08-31,62,Amen,Shaboozey & Jelly Roll,2iSfSJrho5XkU2NmAnZ9ZV
2025-08-31,63,Gabriela,KATSEYE,1xOqGUkyxGQRdCvGpvWKmL
2025-08-31,64,Your Way's Better,Forrest Frank,4qrbjoNP9NZwe79Rg9IlFU
2025-08-31,65,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,11E0Czz974QfKWqJ9Niv5A
2025-08-31,66,Just Keep Watching,Tate McRae,2yWlGEgEfPot0lv3OAjuG3
2025-08-31,67,Better Me For You (Brown Eyes),Max McNown,4Iu73sdCNxZXZUIyClMoPZ
2025-08-31,68,Party 4 U,Charli xcx,2RdEC8Ff83WkX7kDVCHseE
2025-08-31,69,Don't Mind If I Do,Riley Green Featuring Ella Langley,6yIaRllz0lCXuISYsqyCNH
2025-08-31,70,Marlboro Rojo,Fuerza Regida,3hpm0fTeSqlhJbnqAgaLZs
2025-08-31,71,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-08-31,72,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",0QCIpQV3twfqo9kh0t8Zza
2025-08-31,73,Different Species,Offset & Gunna,7H5Bv8j9chJ4CWTuoXF4EK
2025-08-31,74,Outside,Cardi B,139nLHDFZNr3anx8CpUy7u
2025-08-31,75,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,170CNv2CAZn8wg6GxvHXYC
2025-08-31,76,Nice To Meet You,Myles Smith,726SEjbF3ToEbYbn43gnxl
2025-08-31,77,Sparks,Coldplay,7D0RhFcb3CrfPuTJ0obrod
2025-08-31,78,Jump,BLACKPINK,5H1sKFMzDeMtXwND3V6hRY
2025-08-31,79,So Far So Fake,Pierce the Veil,3fWibgdtgIie6LKTZ2rUoI
2025-08-31,80,Superman,Morgan Wallen,3KC1yCIfkLrRaeeMUEKvg3
2025-08-31,81,wgft,Gunna Featuring Burna Boy,6cXrni7EHNs6enp5lQdGeH
2025-08-31,82,Man I Need,Olivia Dean,1qbmS6ep2hbBRaEZFpn7BX
2025-08-31,83,Eternity,Alex Warren,6wHpLMmp98aHcV8L1JFrj8
2025-08-31,84,Which One,Drake & Central Cee,5FMyXeZ0reYloRTiCkPprT
2025-08-31,85,Last One To Know,Gavin Adcock,4JAmBKnHyq2avqNvJ81Mao
2025-08-31,86,Heart Of Stone,Jelly Roll,1bXKpjbalq0If54LBffE0i
2025-08-31,87,Went Legit,G Herbo,2I9517MJ7979KTtFjbDo5E
2025-08-31,88,Sacrifice,Mariah the Scientist,1vR0FAmbln2Qjpyg0TvG2J
2025-08-31,89,Frecuencia,Dareyes de La Sierra,56bPsRfOKla3bGGmVz1uk4
2025-08-31,90,Typa,Glorilla,08L2vgqPpiLt7PpwMHbbk1
2025-08-31,91,Lover Girl,Laufey,6dWilYAxP2aJbTTt0UsatK
2025-08-31,92,Holy Water,Marshmello x Jelly Roll,3DLtPObflLQBodZN8qGODT
2025-08-31,93,Let Down,Radiohead,2fuYa3Lx06QQJAm0MjztKr
2025-08-31,94,Somebody,Latto,1GpslorH7Gi64x8uodyvfO
2025-08-31,95,TN,Morgan Wallen,7lq4b3sYM9cYSnCMxCafKe
2025-08-31,96,Ring Ring Ring,"Tyler, the Creator",1lTqq0aC6r2bXLviQ3oaVt
2025-08-31,97,Bloodline,Alex Warren With Jelly Roll,0qmhTHMVxnXRmT5N92wTD9
2025-08-31,98,Gnarly,KATSEYE,1j15Ar0qGDzIR0v3CQv3JL
2025-08-31,99,Tu Sancho,Fuerza Regida,6eLQXa6uk2EW8drsiKbABZ
2025-08-31,100,What Kinda Man,Parker McCollum,2K6T1iKa7coghsISspjPv8
2025-09-07,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5Cp75TUMrHF6c8xbhdligS
2025-09-07,2,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-09-07,3,Tears,Sabrina Carpenter,42VUCXerQ5qTr4Qp6PhKo4
2025-09-07,4,Manchild,Sabrina Carpenter,42UBPzRMh5yyz0EDPr6fr1
2025-09-07,5,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",1I37Zz2g3hk9eWxaNkj031
2025-09-07,6,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",02sy7FAs8dkDNYsHp4Ul3f
2025-09-07,7,What I Want,Morgan Wallen Featuring Tate McRae,3CjeDMzL35p8ioIBZwPlii
2025-09-07,8,Love Me Not,Ravyn Lenae,1UNEuG9DYOWiikf00ayr52
2025-09-07,9,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",3RXUgPNIbUgFxsDWuBQEt6
2025-09-07,10,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-09-07,11,Daisies,Justin Bieber,5BZsQlgw21vDOAjoqkNgKb
2025-09-07,12,Nobody's Son,Sabrina Carpenter,4SRShYMtFIGgnOU7iBicMH
2025-09-07,13,I Got Better,Morgan Wallen,4gfrYDtaRmp6HPvN80V2ob
2025-09-07,14,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-09-07,15,My Man On Willpower,Sabrina Carpenter,3EMfeKtNK4q4k3sVjwg5Yy
2025-09-07,16,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
