week,rank,title,artist
2025-03-16,43,Ordinary,Alex Warren
2025-03-16,44,Baile Inolvidable,Bad Bunny
2025-03-16,45,Bad Dreams,Teddy Swims
2025-03-16,46,Wildflower,Billie Eilish
2025-03-16,47,Whatchu Kno About Me,Glorilla & Sexyy Red
2025-03-16,48,Worst Way,Riley Green
2025-03-16,49,Residuals,Chris Brown
2025-03-16,50,Please Please Please,Sabrina Carpenter
2025-03-16,51,Good News,Shaboozey
2025-03-16,52,Garden Of Eden,Lady Gaga
2025-03-16,53,Gimme A Hug,Drake
2025-03-16,54,Smile,Morgan Wallen
2025-03-16,55,Peekaboo,Kendrick Lamar Featuring AzChike
2025-03-16,56,Cry For Me,The Weeknd
2025-03-16,57,Sorry I'm Here For Someone Else,Benson Boone
2025-03-16,58,Sticky,"Tyler, the Creator Featuring Glorilla, Sexyy Red & Lil Wayne"
2025-03-16,59,A N X I E T Y,Sleepy Hallow Featuring Doechii
2025-03-16,60,Mutt,Leon Thomas
2025-03-16,61,Vanish Into You,Lady Gaga
2025-03-16,62,Tweaker,GELO
2025-03-16,63,Me Jalo,Fuerza Regida & Grupo Frontera
2025-03-16,64,Loco,Neton Vega
2025-03-16,65,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-03-16,66,Sweet Dreams,J-Hope Featuring Miguel
2025-03-16,67,Busy Woman,Sabrina Carpenter
2025-03-16,68,Ms. Whitman,Bhad Bhabie
2025-03-16,69,How Bad Do U Want Me,Lady Gaga
2025-03-16,70,Am I Okay?,Megan Moroney
2025-03-16,71,Disease,Lady Gaga
2025-03-16,72,Tattoo,Tito Double P
2025-03-16,73,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-03-16,74,Nuevayol,Bad Bunny
2025-03-16,75,Heart Of A Woman,Summer Walker
2025-03-16,76,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-03-16,77,I Ain't Sayin',Jordan Davis
2025-03-16,78,Fat Juicy & Wet,Sexyy Red & Bruno Mars
2025-03-16,79,No Pole,Don Toliver
2025-03-16,80,Handlebars,JENNIE & Dua Lipa
2025-03-16,81,Perfect Celebrity,Lady Gaga
2025-03-16,82,Weren't For The Wind,Ella Langley
2025-03-16,83,like JENNIE,JENNIE
2025-03-16,84,Little Things,Ella Mai
2025-03-16,85,Zombieboy,Lady Gaga
2025-03-16,86,Burning Down,Alex Warren
2025-03-16,87,Proud Of Me,Fridayy & Meek Mill
2025-03-16,88,Por Esos Ojos,Fuerza Regida
2025-03-16,89,Push 2 Start,Tyla
2025-03-16,90,The Largest,BigXthaPlug
2025-03-16,91,4x4xU,Lainey Wilson
2025-03-16,92,Headlock,Imogen Heap
2025-03-16,93,Killah,Lady Gaga Featuring Gesaffelstein
2025-03-16,94,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams"
2025-03-16,95,LoveDrug,Lady Gaga
2025-03-16,96,Voy A Llevarte Pa PR,Bad Bunny
2025-03-16,97,Texas,Blake Shelton
2025-03-16,98,Tu Boda,Oscar Maydon & Fuerza Regida
2025-03-16,99,ExtraL,JENNIE & Doechii
2025-03-16,100,Te Queria Ver,Aleman X Neton Vega
2025-03-23,1,Luther,Kendrick Lamar & SZA
2025-03-23,2,Evil J0rdan,Playboi Carti
2025-03-23,3,Die With A Smile,Lady Gaga & Bruno Mars
2025-03-23,4,Rather Lie,Playboi Carti & The Weeknd
2025-03-23,5,The Giver,Chappell Roan
2025-03-23,6,A Bar Song (Tipsy),Shaboozey
2025-03-23,7,Birds Of A Feather,Billie Eilish
2025-03-23,8,Not Like Us,Kendrick Lamar
2025-03-23,9,Pink Pony Club,Chappell Roan
2025-03-23,10,Anxiety,Doechii
2025-03-23,11,Nokia,Drake
2025-03-23,12,Lose Control,Teddy Swims
2025-03-23,13,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-03-23,14,APT.,ROSE & Bruno Mars
2025-03-23,15,Beautiful Things,Benson Boone
2025-03-23,16,That's So True,Gracie Abrams
2025-03-23,17,Good Credit,Playboi Carti & Kendrick Lamar
2025-03-23,18,Love Somebody,Morgan Wallen
2025-03-23,19,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-03-23,20,Crush,Playboi Carti & Travis Scott
2025-03-23,21,I'm The Problem,Morgan Wallen
2025-03-23,22,Espresso,Sabrina Carpenter
2025-03-23,23,Timeless,The Weeknd & Playboi Carti
2025-03-23,24,Squabble Up,Kendrick Lamar
2025-03-23,25,Backd00r,Playboi Carti Featuring Kendrick Lamar & Jhene Aiko
2025-03-23,26,30 For 30,SZA With Kendrick Lamar
2025-03-23,27,Mojo Jojo,Playboi Carti
2025-03-23,28,Philly,Playboi Carti & Travis Scott
2025-03-23,29,Messy,Lola Young
2025-03-23,30,Sports Car,Tate McRae
2025-03-23,31,Denial Is A River,Doechii
2025-03-23,32,Too Sweet,Hozier
2025-03-23,33,Fine Shit,Playboi Carti
2025-03-23,34,Toxic,Playboi Carti & Skepta
2025-03-23,35,Ordinary,Alex Warren
2025-03-23,36,Taste,Sabrina Carpenter
2025-03-23,37,Abracadabra,Lady Gaga
2025-03-23,38,K Pop,Playboi Carti
2025-03-23,39,"Good Luck, Babe!",Chappell Roan
2025-03-23,40,Bed Chem,Sabrina Carpenter
2025-03-23,41,Pop Out,Playboi Carti
2025-03-23,42,Stargazing,Myles Smith
2025-03-23,43,Radar,Playboi Carti
2025-03-23,44,I Never Lie,Zach Top
2025-03-23,45,Dark Thoughts,Lil Tecca
2025-03-23,46,Trim,Playboi Carti & Future
2025-03-23,47,I'm Gonna Love You,Cody Johnson & Carrie Underwood
2025-03-23,48,HBA,Playboi Carti
2025-03-23,49,Charge Dem Hoes A Fee,"Playboi Carti, Future & Travis Scott"
2025-03-23,50,Sailor Song,Gigi Perez
2025-03-23,51,DTMF,Bad Bunny
2025-03-23,52,Wake Up F1lthy,Playboi Carti & Travis Scott
2025-03-23,53,Jumpin,Playboi Carti & Lil Uzi Vert
2025-03-23,54,I Seeeeee You Baby Boi,Playboi Carti
2025-03-23,55,Crank,Playboi Carti
2025-03-23,56,Like Weezy,Playboi Carti
2025-03-23,57,Emergence,Sleep Token
2025-03-23,58,Twin Trim,Playboi Carti & Lil Uzi Vert
2025-03-23,59,Revolving Door,Tate McRae
2025-03-23,60,Bad Dreams,Teddy Swims
2025-03-23,61,BMF,SZA
2025-03-23,62,Residuals,Chris Brown
2025-03-23,63,Indigo,Sam Barber Featuring Avery Anna
2025-03-23,64,No One Noticed,The Marias
2025-03-23,65,Olympian,Playboi Carti
2025-03-23,66,Worst Way,Riley Green
2025-03-23,67,Wildflower,Billie Eilish
2025-03-23,68,Baile Inolvidable,Bad Bunny
2025-03-23,69,Munyun,Playboi Carti
2025-03-23,70,Sorry I'm Here For Someone Else,Benson Boone
2025-03-23,71,We Need All Da Vibes,"Playboi Carti, Young Thug & Ty Dolla $ign"
2025-03-23,72,Good News,Shaboozey
2025-03-23,73,Cry For Me,The Weeknd
2025-03-23,74,Smile,Morgan Wallen
2025-03-23,75,OPM Babi,Playboi Carti
2025-03-23,76,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-03-23,77,Mutt,Leon Thomas
2025-03-23,78,Gimme A Hug,Drake
2025-03-23,79,Peekaboo,Kendrick Lamar Featuring AzChike
2025-03-23,80,Cocaine Nose,Playboi Carti
2025-03-23,81,Me Jalo,Fuerza Regida & Grupo Frontera
2025-03-23,82,Tweaker,GELO
2025-03-23,83,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-03-23,84,Loco,Neton Vega
2025-03-23,85,Dis 1 Got It,Playboi Carti
2025-03-23,86,Overly,Playboi Carti
2025-03-23,87,Busy Woman,Sabrina Carpenter
2025-03-23,88,South Atlanta Baby,Playboi Carti
2025-03-23,89,Nuevayol,Bad Bunny
2025-03-23,90,Heart Of A Woman,Summer Walker
2025-03-23,91,Tattoo,Tito Double P
2025-03-23,92,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-03-23,93,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-03-23,94,Burning Down,Alex Warren
2025-03-23,95,Weren't For The Wind,Ella Langley
2025-03-23,96,Walk,Playboi Carti
2025-03-23,97,I Ain't Sayin',Jordan Davis
2025-03-23,98,No Pole,Don Toliver
2025-03-23,99,Am I Okay?,Megan Moroney
2025-03-23,100,Ms. Whitman,Bhad Bhabie
2025-03-30,1,Luther,Kendrick Lamar & SZA
2025-03-30,2,Die With A Smile,Lady Gaga & Bruno Mars
2025-03-30,3,A Bar Song (Tipsy),Shaboozey
2025-03-30,4,Just In Case,Morgan Wallen
2025-03-30,5,Pink Pony Club,Chappell Roan
2025-03-30,6,Lose Control,Teddy Swims
2025-03-30,7,Nokia,Drake
2025-03-30,8,Beautiful Things,Benson Boone
2025-03-30,9,Not Like Us,Kendrick Lamar
2025-03-30,10,APT.,ROSE & Bruno Mars
2025-03-30,11,I'm The Problem,Morgan Wallen
2025-03-30,12,Birds Of A Feather,Billie Eilish
2025-03-30,13,That's So True,Gracie Abrams
2025-03-30,14,Anxiety,Doechii
2025-03-30,15,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-03-30,16,Love Somebody,Morgan Wallen
2025-03-30,17,I'm A Little Crazy,Morgan Wallen
2025-03-30,18,Espresso,Sabrina Carpenter
2025-03-30,19,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-03-30,20,Ordinary,Alex Warren
2025-03-30,21,Timeless,The Weeknd & Playboi Carti
2025-03-30,22,Squabble Up,Kendrick Lamar
2025-03-30,23,Messy,Lola Young
2025-03-30,24,30 For 30,SZA With Kendrick Lamar
2025-03-30,25,Rather Lie,Playboi Carti & The Weeknd
2025-03-30,26,Sports Car,Tate McRae
2025-03-30,27,Evil J0rdan,Playboi Carti
2025-03-30,28,Mutt,Leon Thomas
2025-03-30,29,The Giver,Chappell Roan
2025-03-30,30,Too Sweet,Hozier
2025-03-30,31,Taste,Sabrina Carpenter
2025-03-30,32,Dark Thoughts,Lil Tecca
2025-03-30,33,Denial Is A River,Doechii
2025-03-30,34,Stargazing,Myles Smith
2025-03-30,35,Bed Chem,Sabrina Carpenter
2025-03-30,36,I Never Lie,Zach Top
2025-03-30,37,"Good Luck, Babe!",Chappell Roan
2025-03-30,38,Abracadabra,Lady Gaga
2025-03-30,39,Sailor Song,Gigi Perez
2025-03-30,40,No One Noticed,The Marias
2025-03-30,41,DTMF,Bad Bunny
2025-03-30,42,Bad Dreams,Teddy Swims
2025-03-30,43,Smile,Morgan Wallen
2025-03-30,44,Sorry I'm Here For Someone Else,Benson Boone
2025-03-30,45,BMF,SZA
2025-03-30,46,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams"
2025-03-30,47,Indigo,Sam Barber Featuring Avery Anna
2025-03-30,48,Good News,Shaboozey
2025-03-30,49,I'm Gonna Love You,Cody Johnson & Carrie Underwood
2025-03-30,50,Wildflower,Billie Eilish
2025-03-30,51,Residuals,Chris Brown
2025-03-30,52,Worst Way,Riley Green
2025-03-30,53,Baile Inolvidable,Bad Bunny
2025-03-30,54,Me Jalo,Fuerza Regida & Grupo Frontera
2025-03-30,55,Cry For Me,The Weeknd
2025-03-30,56,Revolving Door,Tate McRae
2025-03-30,57,Just Us,Jack Harlow & Doja Cat
2025-03-30,58,Gimme A Hug,Drake
2025-03-30,59,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias"
2025-03-30,60,Good Credit,Playboi Carti & Kendrick Lamar
2025-03-30,61,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-03-30,62,Peekaboo,Kendrick Lamar Featuring AzChike
2025-03-30,63,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-03-30,64,Loco,Neton Vega
2025-03-30,65,Mona Lisa,J-Hope
2025-03-30,66,Am I Okay?,Megan Moroney
2025-03-30,67,EOO,Bad Bunny
2025-03-30,68,Busy Woman,Sabrina Carpenter
2025-03-30,69,Te Queria Ver,Aleman X Neton Vega
2025-03-30,70,This Town's Been Too Good To Us,Dylan Scott
2025-03-30,71,How Does It Feel To Be Forgotten,Selena Gomez & Benny Blanco
2025-03-30,72,Tweaker,GELO
2025-03-30,73,Heart Of A Woman,Summer Walker
2025-03-30,74,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-03-30,75,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-03-30,76,Backd00r,Playboi Carti Featuring Kendrick Lamar & Jhene Aiko
2025-03-30,77,Crush,Playboi Carti & Travis Scott
2025-03-30,78,Nuevayol,Bad Bunny
2025-03-30,79,Weren't For The Wind,Ella Langley
2025-03-30,80,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims
2025-03-30,81,No Pole,Don Toliver
2025-03-30,82,Tattoo,Tito Double P
2025-03-30,83,Burning Down,Alex Warren
2025-03-30,84,Emergence,Sleep Token
2025-03-30,85,I Ain't Sayin',Jordan Davis
2025-03-30,86,Texas,Blake Shelton
2025-03-30,87,Like Weezy,Playboi Carti
2025-03-30,88,Are You Even Real,Teddy Swims & GIVEON
2025-03-30,89,4x4xU,Lainey Wilson
2025-03-30,90,Little Things,Ella Mai
2025-03-30,91,Toxic,Playboi Carti & Skepta
2025-03-30,92,Friends Like That,John Morgan Featuring Jason Aldean
2025-03-30,93,Holy Smokes,Bailey Zimmerman
2025-03-30,94,Philly,Playboi Carti & Travis Scott
2025-03-30,95,Headlock,Imogen Heap
2025-03-30,96,Push 2 Start,Tyla
2025-03-30,97,Sunset Blvd,Selena Gomez & Benny Blanco
2025-03-30,98,Fine Shit,Playboi Carti
2025-03-30,99,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-03-30,100,Voy A Llevarte Pa PR,Bad Bunny
2025-04-06,1,Luther,Kendrick Lamar & SZA
2025-04-06,2,Die With A Smile,Lady Gaga & Bruno Mars
2025-04-06,3,Nokia,Drake
2025-04-06,4,A Bar Song (Tipsy),Shaboozey
2025-04-06,5,Pink Pony Club,Chappell Roan
2025-04-06,6,Lose Control,Teddy Swims
2025-04-06,7,APT.,ROSE & Bruno Mars
2025-04-06,8,Just In Case,Morgan Wallen
2025-04-06,9,I'm The Problem,Morgan Wallen
2025-04-06,10,Birds Of A Feather,Billie Eilish
2025-04-06,11,Beautiful Things,Benson Boone
2025-04-06,12,Anxiety,Doechii
2025-04-06,13,That's So True,Gracie Abrams
2025-04-06,14,Ordinary,Alex Warren
2025-04-06,15,Not Like Us,Kendrick Lamar
2025-04-06,16,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-04-06,17,Love Somebody,Morgan Wallen
2025-04-06,18,Twilight Zone,Ariana Grande
2025-04-06,19,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-04-06,20,Espresso,Sabrina Carpenter
2025-04-06,21,Mutt,Leon Thomas
2025-04-06,22,Messy,Lola Young
2025-04-06,23,Squabble Up,Kendrick Lamar
2025-04-06,24,30 For 30,SZA With Kendrick Lamar
2025-04-06,25,Sports Car,Tate McRae
2025-04-06,26,Timeless,The Weeknd & Playboi Carti
2025-04-06,27,Taste,Sabrina Carpenter
2025-04-06,28,Dark Thoughts,Lil Tecca
2025-04-06,29,The Giver,Chappell Roan
2025-04-06,30,I'm A Little Crazy,Morgan Wallen
2025-04-06,31,I Never Lie,Zach Top
2025-04-06,32,Stargazing,Myles Smith
2025-04-06,33,Abracadabra,Lady Gaga
2025-04-06,34,Denial Is A River,Doechii
2025-04-06,35,Rather Lie,Playboi Carti & The Weeknd
2025-04-06,36,No One Noticed,The Marias
2025-04-06,37,"Good Luck, Babe!",Chappell Roan
2025-04-06,38,Dandelion,Ariana Grande
2025-04-06,39,Sailor Song,Gigi Perez
2025-04-06,40,Bad Dreams,Teddy Swims
2025-04-06,41,DTMF,Bad Bunny
2025-04-06,42,Intro (End Of The World),Ariana Grande
2025-04-06,43,Bed Chem,Sabrina Carpenter
2025-04-06,44,Indigo,Sam Barber Featuring Avery Anna
2025-04-06,45,Worst Way,Riley Green
2025-04-06,46,Wildflower,Billie Eilish
2025-04-06,47,Sorry I'm Here For Someone Else,Benson Boone
2025-04-06,48,BMF,SZA
2025-04-06,49,Residuals,Chris Brown
2025-04-06,50,Evil J0rdan,Playboi Carti
2025-04-06,51,Good News,Shaboozey
2025-04-06,52,Cry For Me,The Weeknd
2025-04-06,53,Past Life,Ariana Grande
2025-04-06,54,Warm,Ariana Grande
2025-04-06,55,Me Jalo,Fuerza Regida & Grupo Frontera
2025-04-06,56,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias"
2025-04-06,57,Baile Inolvidable,Bad Bunny
2025-04-06,58,Smile,Morgan Wallen
2025-04-06,59,Hampstead,Ariana Grande
2025-04-06,60,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams"
2025-04-06,61,Revolving Door,Tate McRae
2025-04-06,62,Gimme A Hug,Drake
2025-04-06,63,Vanish Mode,Lil Durk
2025-04-06,64,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-04-06,65,Te Queria Ver,Aleman X Neton Vega
2025-04-06,66,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-04-06,67,Peekaboo,Kendrick Lamar Featuring AzChike
2025-04-06,68,Loco,Neton Vega
2025-04-06,69,Weren't For The Wind,Ella Langley
2025-04-06,70,Am I Okay?,Megan Moroney
2025-04-06,71,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-04-06,72,They Want To Be You,Lil Durk Featuring Future
2025-04-06,73,Heart Of A Woman,Summer Walker
2025-04-06,74,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-04-06,75,EOO,Bad Bunny
2025-04-06,76,Busy Woman,Sabrina Carpenter
2025-04-06,77,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims
2025-04-06,78,No Pole,Don Toliver
2025-04-06,79,Texas,Blake Shelton
2025-04-06,80,This Town's Been Too Good To Us,Dylan Scott
2025-04-06,81,Love Me Not,Ravyn Lenae
2025-04-06,82,Nuevayol,Bad Bunny
2025-04-06,83,1000 Times,Lil Durk Featuring Lil Baby
2025-04-06,84,Can't Hide It,Lil Durk Featuring Jhene Aiko
2025-04-06,85,Are You Even Real,Teddy Swims & GIVEON
2025-04-06,86,Feel It,d4vd
2025-04-06,87,Friends Like That,John Morgan Featuring Jason Aldean
2025-04-06,88,Holy Smokes,Bailey Zimmerman
2025-04-06,89,4x4xU,Lainey Wilson
2025-04-06,90,Back To Friends,sombr
2025-04-06,91,Hometown Home,LoCash
2025-04-06,92,Tweaker,GELO
2025-04-06,93,Morena,Neton Vega & Peso Pluma
2025-04-06,94,Shaking When I Pray,Lil Durk
2025-04-06,95,Fix What You Didn't Break,Nate Smith
2025-04-06,96,Keep On Sippin',Lil Durk
2025-04-06,97,Headlock,Imogen Heap
2025-04-06,98,Little Things,Ella Mai
2025-04-06,99,Tattoo,Tito Double P
2025-04-06,100,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-04-13,1,Luther,Kendrick Lamar & SZA
2025-04-13,2,Nokia,Drake
2025-04-13,3,Die With A Smile,Lady Gaga & Bruno Mars
2025-04-13,4,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-04-13,5,Pink Pony Club,Chappell Roan
2025-04-13,6,A Bar Song (Tipsy),Shaboozey
2025-04-13,7,Ordinary,Alex Warren
2025-04-13,8,Lose Control,Teddy Swims
2025-04-13,9,I'm The Problem,Morgan Wallen
2025-04-13,10,Beautiful Things,Benson Boone
2025-04-13,11,Birds Of A Feather,Billie Eilish
2025-04-13,12,Just In Case,Morgan Wallen
2025-04-13,13,APT.,ROSE & Bruno Mars
2025-04-13,14,Anxiety,Doechii
2025-04-13,15,That's So True,Gracie Abrams
2025-04-13,16,Not Like Us,Kendrick Lamar
2025-04-13,17,Espresso,Sabrina Carpenter
2025-04-13,18,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-04-13,19,Love Somebody,Morgan Wallen
2025-04-13,20,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-04-13,21,Mutt,Leon Thomas
2025-04-13,22,Messy,Lola Young
2025-04-13,23,Squabble Up,Kendrick Lamar
2025-04-13,24,Sports Car,Tate McRae
2025-04-13,25,30 For 30,SZA With Kendrick Lamar
2025-04-13,26,Timeless,The Weeknd & Playboi Carti
2025-04-13,27,Taste,Sabrina Carpenter
2025-04-13,28,Azizam,Ed Sheeran
2025-04-13,29,I Never Lie,Zach Top
2025-04-13,30,Stargazing,Myles Smith
2025-04-13,31,No One Noticed,The Marias
2025-04-13,32,I'm A Little Crazy,Morgan Wallen
2025-04-13,33,Dark Thoughts,Lil Tecca
2025-04-13,34,Caramel,Sleep Token
2025-04-13,35,Denial Is A River,Doechii
2025-04-13,36,Sailor Song,Gigi Perez
2025-04-13,37,Bad Dreams,Teddy Swims
2025-04-13,38,Abracadabra,Lady Gaga
2025-04-13,39,"Good Luck, Babe!",Chappell Roan
2025-04-13,40,The Giver,Chappell Roan
2025-04-13,41,Twilight Zone,Ariana Grande
2025-04-13,42,Worst Way,Riley Green
2025-04-13,43,Indigo,Sam Barber Featuring Avery Anna
2025-04-13,44,Good News,Shaboozey
2025-04-13,45,Wildflower,Billie Eilish
2025-04-13,46,Rather Lie,Playboi Carti & The Weeknd
2025-04-13,47,Sorry I'm Here For Someone Else,Benson Boone
2025-04-13,48,DTMF,Bad Bunny
2025-04-13,49,Cry For Me,The Weeknd
2025-04-13,50,Residuals,Chris Brown
2025-04-13,51,BMF,SZA
2025-04-13,52,End Of The World,Miley Cyrus
2025-04-13,53,Me Jalo,Fuerza Regida & Grupo Frontera
2025-04-13,54,Baile Inolvidable,Bad Bunny
2025-04-13,55,Am I Okay?,Megan Moroney
2025-04-13,56,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-04-13,57,Revolving Door,Tate McRae
2025-04-13,58,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias"
2025-04-13,59,Smile,Morgan Wallen
2025-04-13,60,Dandelion,Ariana Grande
2025-04-13,61,Te Queria Ver,Aleman X Neton Vega
2025-04-13,62,Evil J0rdan,Playboi Carti
2025-04-13,63,Weren't For The Wind,Ella Langley
2025-04-13,64,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams"
2025-04-13,65,Loco,Neton Vega
2025-04-13,66,Gimme A Hug,Drake
2025-04-13,67,Peekaboo,Kendrick Lamar Featuring AzChike
2025-04-13,68,Chest Pain (I Love),Malcolm Todd
2025-04-13,69,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-04-13,70,Back To Friends,sombr
2025-04-13,71,Die Trying,"PARTYNEXTDOOR, Drake & Yebba"
2025-04-13,72,Busy Woman,Sabrina Carpenter
2025-04-13,73,Heart Of A Woman,Summer Walker
2025-04-13,74,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims
2025-04-13,75,EOO,Bad Bunny
2025-04-13,76,Like Him,"Tyler, the Creator Featuring Lola Young"
2025-04-13,77,No Pole,Don Toliver
2025-04-13,78,Friends Like That,John Morgan Featuring Jason Aldean
2025-04-13,79,Love Me Not,Ravyn Lenae
2025-04-13,80,Holy Smokes,Bailey Zimmerman
2025-04-13,81,Texas,Blake Shelton
2025-04-13,82,Are You Even Real,Teddy Swims & GIVEON
2025-04-13,83,Morena,Neton Vega & Peso Pluma
2025-04-13,84,Feel It,d4vd
2025-04-13,85,Que Pasaria...,Rauw Alejandro & Bad Bunny
2025-04-13,86,Back To Me,The Marias
2025-04-13,87,Fix What You Didn't Break,Nate Smith
2025-04-13,88,Emergence,Sleep Token
2025-04-13,89,Intro (End Of The World),Ariana Grande
2025-04-13,90,Nuevayol,Bad Bunny
2025-04-13,91,Hometown Home,LoCash
2025-04-13,92,The Largest,BigXthaPlug
2025-04-13,93,Headlock,Imogen Heap
2025-04-13,94,Tattoo,Tito Double P
2025-04-13,95,Backseat Driver,Kane Brown
2025-04-13,96,Undressed,sombr
2025-04-13,97,Little Things,Ella Mai
2025-04-13,98,Por Esos Ojos,Fuerza Regida
2025-04-13,99,Haunted,Kane Brown With Jelly Roll
2025-04-13,100,Khe?,Rauw Alejandro & Romeo Santos
2025-04-20,1,Luther,Kendrick Lamar & SZA
2025-04-20,2,Die With A Smile,Lady Gaga & Bruno Mars
2025-04-20,3,Nokia,Drake
2025-04-20,4,Pink Pony Club,Chappell Roan
2025-04-20,5,Ordinary,Alex Warren
2025-04-20,6,A Bar Song (Tipsy),Shaboozey
2025-04-20,7,Lose Control,Teddy Swims
2025-04-20,8,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-04-20,9,Beautiful Things,Benson Boone
2025-04-20,10,I'm The Problem,Morgan Wallen
2025-04-20,11,Just In Case,Morgan Wallen
2025-04-20,12,Birds Of A Feather,Billie Eilish
2025-04-20,13,APT.,ROSE & Bruno Mars
2025-04-20,14,Anxiety,Doechii
2025-04-20,15,Espresso,Sabrina Carpenter
2025-04-20,16,Mutt,Leon Thomas
2025-04-20,17,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-04-20,18,That's So True,Gracie Abrams
2025-04-20,19,Not Like Us,Kendrick Lamar
2025-04-20,20,Love Somebody,Morgan Wallen
2025-04-20,21,TV Off,Kendrick Lamar Featuring Lefty Gunplay
2025-04-20,22,Messy,Lola Young
2025-04-20,23,Sports Car,Tate McRae
2025-04-20,24,Squabble Up,Kendrick Lamar
2025-04-20,25,30 For 30,SZA With Kendrick Lamar
2025-04-20,26,Abracadabra,Lady Gaga
2025-04-20,27,Timeless,The Weeknd & Playboi Carti
2025-04-20,28,Taste,Sabrina Carpenter
2025-04-20,29,I Never Lie,Zach Top
2025-04-20,30,No One Noticed,The Marias
2025-04-20,31,Stargazing,Myles Smith
2025-04-20,32,Bad Dreams,Teddy Swims
2025-04-20,33,Fortnight,Taylor Swift Featuring Post Malone
2025-04-20,34,Good News,Shaboozey
2025-04-20,35,Sailor Song,Gigi Perez
2025-04-20,36,Sorry I'm Here For Someone Else,Benson Boone
2025-04-20,37,I'm A Little Crazy,Morgan Wallen
2025-04-20,38,Worst Way,Riley Green
2025-04-20,39,Azizam,Ed Sheeran
2025-04-20,40,Indigo,Sam Barber Featuring Avery Anna
2025-04-20,41,Dark Thoughts,Lil Tecca
2025-04-20,42,Denial Is A River,Doechii
2025-04-20,43,Cry For Me,The Weeknd
2025-04-20,44,Wildflower,Billie Eilish
2025-04-20,45,DTMF,Bad Bunny
2025-04-20,46,Residuals,Chris Brown
2025-04-20,47,Twilight Zone,Ariana Grande
2025-04-20,48,Me Jalo,Fuerza Regida & Grupo Frontera
2025-04-20,49,Rather Lie,Playboi Carti & The Weeknd
2025-04-20,50,Am I Okay?,Megan Moroney
2025-04-20,51,The Giver,Chappell Roan
2025-04-20,52,Weren't For The Wind,Ella Langley
2025-04-20,53,Baile Inolvidable,Bad Bunny
2025-04-20,54,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-04-20,55,BMF,SZA
2025-04-20,56,Back To Friends,sombr
2025-04-20,57,Friends Like That,John Morgan Featuring Jason Aldean
2025-04-20,58,Te Queria Ver,Aleman X Neton Vega
2025-04-20,59,Smile,Morgan Wallen
2025-04-20,60,Ojos Tristes,"Selena Gomez, Benny Blanco & The Marias"
2025-04-20,61,Revolving Door,Tate McRae
2025-04-20,62,Loco,Neton Vega
2025-04-20,63,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-04-20,64,Peekaboo,Kendrick Lamar Featuring AzChike
2025-04-20,65,Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims
2025-04-20,66,Busy Woman,Sabrina Carpenter
