week,rank,title,artist
2025-08-10,16,Manchild,Sabrina Carpenter
2025-08-10,17,Pink Pony Club,Chappell Roan
2025-08-10,18,Beautiful Things,Benson Boone
2025-08-10,19,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-10,20,Mutt,Leon Thomas
2025-08-10,21,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-08-10,22,Birds Of A Feather,Billie Eilish
2025-08-10,23,I Got Better,Morgan Wallen
2025-08-10,24,Mystical Magical,Benson Boone
2025-08-10,25,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-10,26,Sorry I'm Here For Someone Else,Benson Boone
2025-08-10,27,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-08-10,28,Undressed,sombr
2025-08-10,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-10,30,Back To Friends,sombr
2025-08-10,31,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-08-10,32,Yukon,Justin Bieber
2025-08-10,33,Burning Blue,Mariah the Scientist
2025-08-10,34,It Depends,Chris Brown Featuring Bryson Tiller
2025-08-10,35,Blue Strips,jessie murph
2025-08-10,36,30 For 30,SZA With Kendrick Lamar
2025-08-10,37,Backup Plan,Bailey Zimmerman & Luke Combs
2025-08-10,38,After All The Bars Are Closed,Thomas Rhett
2025-08-10,39,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-08-10,40,What Did I Miss?,Drake
2025-08-10,41,Worst Way,Riley Green
2025-08-10,42,Nokia,Drake
2025-08-10,43,APT.,ROSE & Bruno Mars
2025-08-10,44,Love Somebody,Morgan Wallen
2025-08-10,45,Happen To Me,Russell Dickerson
2025-08-10,46,Folded,Kehlani
2025-08-10,47,Back In The Saddle,Luke Combs
2025-08-10,48,Which One,Drake & Central Cee
2025-08-10,49,Eternity,Alex Warren
2025-08-10,50,20 Cigarettes,Morgan Wallen
2025-08-10,51,Better Me For You (Brown Eyes),Max McNown
2025-08-10,52,Fix What You Didn't Break,Nate Smith
2025-08-10,53,6 Months Later,Megan Moroney
2025-08-10,54,Napoleon,$uicideboy$
2025-08-10,55,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-08-10,56,Wildflower,Billie Eilish
2025-08-10,57,Outside,Cardi B
2025-08-10,58,Ring Ring Ring,"Tyler, the Creator"
2025-08-10,59,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-08-10,60,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-08-10,61,Amen,Shaboozey & Jelly Roll
2025-08-10,62,Is It A Crime,Mariah the Scientist & Kali Uchis
2025-08-10,63,Jump,BLACKPINK
2025-08-10,64,House Again,Hudson Westbrook
2025-08-10,65,Just Keep Watching,Tate McRae
2025-08-10,66,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-08-10,67,No Broke Boys,Disco Lines & Tinashe
2025-08-10,68,Your Way's Better,Forrest Frank
2025-08-10,69,Strategy,Twice
2025-08-10,70,Sugar On My Tongue,"Tyler, the Creator"
2025-08-10,71,Party 4 U,Charli xcx
2025-08-10,72,Superman,Morgan Wallen
2025-08-10,73,Bar None,Jordan Davis
2025-08-10,74,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-08-10,75,Twilight Zone,Ariana Grande
2025-08-10,76,TN,Morgan Wallen
2025-08-10,77,Lemonade,Forrest Frank & The Figs
2025-08-10,78,Bloodline,Alex Warren With Jelly Roll
2025-08-10,79,Sparks,Coldplay
2025-08-10,80,Rather Lie,Playboi Carti & The Weeknd
2025-08-10,81,Somewhere Over Laredo,Lainey Wilson
2025-08-10,82,Frecuencia,Dareyes de La Sierra
2025-08-10,83,Nice To Meet You,Myles Smith
2025-08-10,84,Revolving Door,Tate McRae
2025-08-10,85,Marlboro Rojo,Fuerza Regida
2025-08-10,86,EOO,Bad Bunny
2025-08-10,87,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-08-10,88,So Far So Fake,Pierce the Veil
2025-08-10,89,Went Legit,G Herbo
2025-08-10,90,Count Your Blessings,$uicideboy$
2025-08-10,91,"Oh, What A Wretched Man I Am!",$uicideboy$
2025-08-10,92,Typa,Glorilla
2025-08-10,93,Whim Whamiee,PLUTO & YKNIECE
2025-08-10,94,Tu Sancho,Fuerza Regida
2025-08-10,95,12 To 12,sombr
2025-08-10,96,Park,Tyler Hubbard
2025-08-10,97,A Lot More Free,Max McNown
2025-08-10,98,Country Song Came On,Luke Bryan
2025-08-10,99,Somebody,Latto
2025-08-10,100,Now And At The Hour Of Our Death..,$uicideboy$ X BONES
2025-08-17,1,Ordinary,Alex Warren
2025-08-17,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-17,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-08-17,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-17,5,Love Me Not,Ravyn Lenae
2025-08-17,6,Daisies,Justin Bieber
2025-08-17,7,Lose Control,Teddy Swims
2025-08-17,8,Just In Case,Morgan Wallen
2025-08-17,9,A Bar Song (Tipsy),Shaboozey
2025-08-17,10,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-17,11,I'm The Problem,Morgan Wallen
2025-08-17,12,Die With A Smile,Lady Gaga & Bruno Mars
2025-08-17,13,Good News,Shaboozey
2025-08-17,14,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-17,15,Manchild,Sabrina Carpenter
2025-08-17,16,The Subway,Chappell Roan
2025-08-17,17,Mutt,Leon Thomas
2025-08-17,18,Pink Pony Club,Chappell Roan
2025-08-17,19,Luther,Kendrick Lamar & SZA
2025-08-17,20,Beautiful Things,Benson Boone
2025-08-17,21,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-08-17,22,I Got Better,Morgan Wallen
2025-08-17,23,Birds Of A Feather,Billie Eilish
2025-08-17,24,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-17,25,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-08-17,26,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-17,27,Yukon,Justin Bieber
2025-08-17,28,Mystical Magical,Benson Boone
2025-08-17,29,Sorry I'm Here For Someone Else,Benson Boone
2025-08-17,30,Undressed,sombr
2025-08-17,31,Backup Plan,Bailey Zimmerman & Luke Combs
2025-08-17,32,Back To Friends,sombr
2025-08-17,33,It Depends,Chris Brown Featuring Bryson Tiller
2025-08-17,34,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-08-17,35,After All The Bars Are Closed,Thomas Rhett
2025-08-17,36,Blue Strips,jessie murph
2025-08-17,37,30 For 30,SZA With Kendrick Lamar
2025-08-17,38,Burning Blue,Mariah the Scientist
2025-08-17,39,Happen To Me,Russell Dickerson
2025-08-17,40,Worst Way,Riley Green
2025-08-17,41,APT.,ROSE & Bruno Mars
2025-08-17,42,Folded,Kehlani
2025-08-17,43,What Did I Miss?,Drake
2025-08-17,44,Love Somebody,Morgan Wallen
2025-08-17,45,Nokia,Drake
2025-08-17,46,Just Say Dat,Gunna
2025-08-17,47,Back In The Saddle,Luke Combs
2025-08-17,48,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-08-17,49,Hell At Night,BigXthaPlug Featuring Ella Langley
2025-08-17,50,Better Me For You (Brown Eyes),Max McNown
2025-08-17,51,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-08-17,52,20 Cigarettes,Morgan Wallen
2025-08-17,53,Sugar On My Tongue,"Tyler, the Creator"
2025-08-17,54,6 Months Later,Megan Moroney
2025-08-17,55,No Broke Boys,Disco Lines & Tinashe
2025-08-17,56,Wildflower,Billie Eilish
2025-08-17,57,Amen,Shaboozey & Jelly Roll
2025-08-17,58,Eternity,Alex Warren
2025-08-17,59,Outside,Cardi B
2025-08-17,60,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-08-17,61,Your Way's Better,Forrest Frank
2025-08-17,62,Strategy,Twice
2025-08-17,63,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-08-17,64,House Again,Hudson Westbrook
2025-08-17,65,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-08-17,66,Just Keep Watching,Tate McRae
2025-08-17,67,Which One,Drake & Central Cee
2025-08-17,68,Forever Be Mine,Gunna Featuring Wizkid
2025-08-17,69,Fix What You Didn't Break,Nate Smith
2025-08-17,70,Sakpase,Gunna
2025-08-17,71,Bar None,Jordan Davis
2025-08-17,72,At My Purest,Gunna Featuring Offset
2025-08-17,73,So Far So Fake,Pierce the Veil
2025-08-17,74,Jump,BLACKPINK
2025-08-17,75,Party 4 U,Charli xcx
2025-08-17,76,Gabriela,KATSEYE
2025-08-17,77,Superman,Morgan Wallen
2025-08-17,78,Ring Ring Ring,"Tyler, the Creator"
2025-08-17,79,Cliche,MGK
2025-08-17,80,Let That Sink In,Gunna
2025-08-17,81,Bowery,Zach Bryan Featuring Kings of Leon
2025-08-17,82,Somewhere Over Laredo,Lainey Wilson
2025-08-17,83,Marlboro Rojo,Fuerza Regida
2025-08-17,84,Revolving Door,Tate McRae
2025-08-17,85,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-08-17,86,Lost,Bailey Zimmerman & The Kid LAROI
2025-08-17,87,gp,Gunna
2025-08-17,88,Rather Lie,Playboi Carti & The Weeknd
2025-08-17,89,Nice To Meet You,Myles Smith
2025-08-17,90,EOO,Bad Bunny
2025-08-17,91,Frecuencia,Dareyes de La Sierra
2025-08-17,92,Sparks,Coldplay
2025-08-17,93,Country Song Came On,Luke Bryan
2025-08-17,94,wgft,Gunna Featuring Burna Boy
2025-08-17,95,Napoleon,$uicideboy$
2025-08-17,96,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-08-17,97,TN,Morgan Wallen
2025-08-17,98,Went Legit,G Herbo
2025-08-17,99,Many Nights,Gunna
2025-08-17,100,Typa,Glorilla
2025-08-24,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-24,2,Ordinary,Alex Warren
2025-08-24,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-08-24,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-24,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-24,6,Love Me Not,Ravyn Lenae
2025-08-24,7,Lose Control,Teddy Swims
2025-08-24,8,Daisies,Justin Bieber
2025-08-24,9,Just In Case,Morgan Wallen
2025-08-24,10,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-24,11,Die With A Smile,Lady Gaga & Bruno Mars
2025-08-24,12,Good News,Shaboozey
2025-08-24,13,A Bar Song (Tipsy),Shaboozey
2025-08-24,14,Manchild,Sabrina Carpenter
2025-08-24,15,Mutt,Leon Thomas
2025-08-24,16,I'm The Problem,Morgan Wallen
2025-08-24,17,Beautiful Things,Benson Boone
2025-08-24,18,Pink Pony Club,Chappell Roan
2025-08-24,19,I Got Better,Morgan Wallen
2025-08-24,20,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-24,21,Luther,Kendrick Lamar & SZA
2025-08-24,22,Birds Of A Feather,Billie Eilish
2025-08-24,23,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-08-24,24,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-08-24,25,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-24,26,Sorry I'm Here For Someone Else,Benson Boone
2025-08-24,27,Undressed,sombr
2025-08-24,28,The Subway,Chappell Roan
2025-08-24,29,Yukon,Justin Bieber
2025-08-24,30,Mystical Magical,Benson Boone
2025-08-24,31,Back To Friends,sombr
2025-08-24,32,It Depends,Chris Brown Featuring Bryson Tiller
2025-08-24,33,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-08-24,34,Backup Plan,Bailey Zimmerman & Luke Combs
2025-08-24,35,Folded,Kehlani
2025-08-24,36,Burning Blue,Mariah the Scientist
2025-08-24,37,Blue Strips,jessie murph
2025-08-24,38,30 For 30,SZA With Kendrick Lamar
2025-08-24,39,After All The Bars Are Closed,Thomas Rhett
2025-08-24,40,Happen To Me,Russell Dickerson
2025-08-24,41,Worst Way,Riley Green
2025-08-24,42,APT.,ROSE & Bruno Mars
2025-08-24,43,Bar None,Jordan Davis
2025-08-24,44,Love Somebody,Morgan Wallen
2025-08-24,45,What Did I Miss?,Drake
2025-08-24,46,Nokia,Drake
2025-08-24,47,Back In The Saddle,Luke Combs
2025-08-24,48,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-08-24,49,Sugar On My Tongue,"Tyler, the Creator"
2025-08-24,50,No Broke Boys,Disco Lines & Tinashe
2025-08-24,51,6 Months Later,Megan Moroney
2025-08-24,52,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-08-24,53,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-08-24,54,Somewhere Over Laredo,Lainey Wilson
2025-08-24,55,20 Cigarettes,Morgan Wallen
2025-08-24,56,House Again,Hudson Westbrook
2025-08-24,57,Strategy,Twice
2025-08-24,58,Amen,Shaboozey & Jelly Roll
2025-08-24,59,Wildflower,Billie Eilish
2025-08-24,60,Outside,Cardi B
2025-08-24,61,Hell At Night,BigXthaPlug Featuring Ella Langley
2025-08-24,62,Your Way's Better,Forrest Frank
2025-08-24,63,Just Keep Watching,Tate McRae
2025-08-24,64,So Far So Fake,Pierce the Veil
2025-08-24,65,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-08-24,66,Eternity,Alex Warren
2025-08-24,67,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-08-24,68,Better Me For You (Brown Eyes),Max McNown
2025-08-24,69,Marlboro Rojo,Fuerza Regida
2025-08-24,70,Imaginary Playerz,Cardi B
2025-08-24,71,Party 4 U,Charli xcx
2025-08-24,72,Gabriela,KATSEYE
2025-08-24,73,Which One,Drake & Central Cee
2025-08-24,74,Jump,BLACKPINK
2025-08-24,75,Superman,Morgan Wallen
2025-08-24,76,Rather Lie,Playboi Carti & The Weeknd
2025-08-24,77,Last One To Know,Gavin Adcock
2025-08-24,78,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-08-24,79,Revolving Door,Tate McRae
2025-08-24,80,Nice To Meet You,Myles Smith
2025-08-24,81,Sparks,Coldplay
2025-08-24,82,Went Legit,G Herbo
2025-08-24,83,Frecuencia,Dareyes de La Sierra
2025-08-24,84,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-08-24,85,Ring Ring Ring,"Tyler, the Creator"
2025-08-24,86,Heart Of Stone,Jelly Roll
2025-08-24,87,TN,Morgan Wallen
2025-08-24,88,Typa,Glorilla
2025-08-24,89,Just Say Dat,Gunna
2025-08-24,90,Cliche,MGK
2025-08-24,91,Let Down,Radiohead
2025-08-24,92,Tu Sancho,Fuerza Regida
2025-08-24,93,wgft,Gunna Featuring Burna Boy
2025-08-24,94,Bloodline,Alex Warren With Jelly Roll
2025-08-24,95,Is It A Crime,Mariah the Scientist & Kali Uchis
2025-08-24,96,Forever Be Mine,Gunna Featuring Wizkid
2025-08-24,97,Somebody,Latto
2025-08-24,98,What Kinda Man,Parker McCollum
2025-08-24,99,Country Song Came On,Luke Bryan
2025-08-24,100,Napoleon,$uicideboy$
2025-08-31,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-31,2,Ordinary,Alex Warren
2025-08-31,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-08-31,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-31,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-31,6,Love Me Not,Ravyn Lenae
2025-08-31,7,Manchild,Sabrina Carpenter
2025-08-31,8,Lose Control,Teddy Swims
2025-08-31,9,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-31,10,Die With A Smile,Lady Gaga & Bruno Mars
2025-08-31,11,Daisies,Justin Bieber
2025-08-31,12,Just In Case,Morgan Wallen
2025-08-31,13,A Bar Song (Tipsy),Shaboozey
2025-08-31,14,Good News,Shaboozey
2025-08-31,15,Mutt,Leon Thomas
2025-08-31,16,I'm The Problem,Morgan Wallen
2025-08-31,17,Beautiful Things,Benson Boone
2025-08-31,18,I Got Better,Morgan Wallen
2025-08-31,19,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-31,20,Pink Pony Club,Chappell Roan
2025-08-31,21,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-31,22,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-08-31,23,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-08-31,24,Undressed,sombr
2025-08-31,25,Birds Of A Feather,Billie Eilish
2025-08-31,26,Luther,Kendrick Lamar & SZA
2025-08-31,27,Mystical Magical,Benson Boone
2025-08-31,28,Jealous Type,Doja Cat
2025-08-31,29,Burning Blue,Mariah the Scientist
2025-08-31,30,Backup Plan,Bailey Zimmerman & Luke Combs
2025-08-31,31,Back To Friends,sombr
2025-08-31,32,Sorry I'm Here For Someone Else,Benson Boone
2025-08-31,33,Yukon,Justin Bieber
2025-08-31,34,It Depends,Chris Brown Featuring Bryson Tiller
2025-08-31,35,Hell At Night,BigXthaPlug Featuring Ella Langley
2025-08-31,36,The Subway,Chappell Roan
2025-08-31,37,Folded,Kehlani
2025-08-31,38,Happen To Me,Russell Dickerson
2025-08-31,39,Blue Strips,jessie murph
2025-08-31,40,Worst Way,Riley Green
2025-08-31,41,30 For 30,SZA With Kendrick Lamar
2025-08-31,42,After All The Bars Are Closed,Thomas Rhett
2025-08-31,43,APT.,ROSE & Bruno Mars
2025-08-31,44,Bar None,Jordan Davis
2025-08-31,45,No Broke Boys,Disco Lines & Tinashe
2025-08-31,46,Love Somebody,Morgan Wallen
2025-08-31,47,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-08-31,48,What Did I Miss?,Drake
2025-08-31,49,Back In The Saddle,Luke Combs
2025-08-31,50,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-08-31,51,Strategy,Twice
2025-08-31,52,Ceremony,Stray Kids
2025-08-31,53,Sugar On My Tongue,"Tyler, the Creator"
2025-08-31,54,Somewhere Over Laredo,Lainey Wilson
2025-08-31,55,6 Months Later,Megan Moroney
2025-08-31,56,House Again,Hudson Westbrook
2025-08-31,57,Wildflower,Billie Eilish
2025-08-31,58,20 Cigarettes,Morgan Wallen
2025-08-31,59,Is It A Crime,Mariah the Scientist & Kali Uchis
2025-08-31,60,12 To 12,sombr
2025-08-31,61,Box Me Up,BigXthaPlug Featuring Jelly Roll
2025-08-31,62,Amen,Shaboozey & Jelly Roll
2025-08-31,63,Gabriela,KATSEYE
2025-08-31,64,Your Way's Better,Forrest Frank
2025-08-31,65,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-08-31,66,Just Keep Watching,Tate McRae
2025-08-31,67,Better Me For You (Brown Eyes),Max McNown
2025-08-31,68,Party 4 U,Charli xcx
2025-08-31,69,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-08-31,70,Marlboro Rojo,Fuerza Regida
2025-08-31,71,Revolving Door,Tate McRae
2025-08-31,72,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-08-31,73,Different Species,Offset & Gunna
2025-08-31,74,Outside,Cardi B
2025-08-31,75,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-08-31,76,Nice To Meet You,Myles Smith
2025-08-31,77,Sparks,Coldplay
2025-08-31,78,Jump,BLACKPINK
2025-08-31,79,So Far So Fake,Pierce the Veil
2025-08-31,80,Superman,Morgan Wallen
2025-08-31,81,wgft,Gunna Featuring Burna Boy
2025-08-31,82,Man I Need,Olivia Dean
2025-08-31,83,Eternity,Alex Warren
2025-08-31,84,Which One,Drake & Central Cee
2025-08-31,85,Last One To Know,Gavin Adcock
2025-08-31,86,Heart Of Stone,Jelly Roll
2025-08-31,87,Went Legit,G Herbo
2025-08-31,88,Sacrifice,Mariah the Scientist
2025-08-31,89,Frecuencia,Dareyes de La Sierra
2025-08-31,90,Typa,Glorilla
2025-08-31,91,Lover Girl,Laufey
2025-08-31,92,Holy Water,Marshmello x Jelly Roll
2025-08-31,93,Let Down,Radiohead
2025-08-31,94,Somebody,Latto
2025-08-31,95,TN,Morgan Wallen
2025-08-31,96,Ring Ring Ring,"Tyler, the Creator"
2025-08-31,97,Bloodline,Alex Warren With Jelly Roll
2025-08-31,98,Gnarly,KATSEYE
2025-08-31,99,Tu Sancho,Fuerza Regida
2025-08-31,100,What Kinda Man,Parker McCollum
2025-09-07,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-07,2,Ordinary,Alex Warren
2025-09-07,3,Tears,Sabrina Carpenter
2025-09-07,4,Manchild,Sabrina Carpenter
2025-09-07,5,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-07,6,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-07,7,What I Want,Morgan Wallen Featuring Tate McRae
2025-09-07,8,Love Me Not,Ravyn Lenae
2025-09-07,9,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-07,10,Lose Control,Teddy Swims
2025-09-07,11,Daisies,Justin Bieber
2025-09-07,12,Nobody's Son,Sabrina Carpenter
2025-09-07,13,I Got Better,Morgan Wallen
2025-09-07,14,Die With A Smile,Lady Gaga & Bruno Mars
2025-09-07,15,My Man On Willpower,Sabrina Carpenter
2025-09-07,16,A Bar Song (Tipsy),Shaboozey
2025-09-07,17,When Did You Get Hot?,Sabrina Carpenter
2025-09-07,18,Good News,Shaboozey
2025-09-07,19,Just In Case,Morgan Wallen
2025-09-07,20,Sugar Talking,Sabrina Carpenter
2025-09-07,21,Mutt,Leon Thomas
2025-09-07,22,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-07,23,Beautiful Things,Benson Boone
2025-09-07,24,Go Go Juice,Sabrina Carpenter
2025-09-07,25,Pink Pony Club,Chappell Roan
2025-09-07,26,I'm The Problem,Morgan Wallen
2025-09-07,27,House Tour,Sabrina Carpenter
2025-09-07,28,Undressed,sombr
2025-09-07,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-07,30,Never Getting Laid,Sabrina Carpenter
2025-09-07,31,We Almost Broke Up Again Last Night,Sabrina Carpenter
2025-09-07,32,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-09-07,33,Goodbye,Sabrina Carpenter
2025-09-07,34,Luther,Kendrick Lamar & SZA
2025-09-07,35,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-09-07,36,Mystical Magical,Benson Boone
2025-09-07,37,Back To Friends,sombr
2025-09-07,38,Backup Plan,Bailey Zimmerman & Luke Combs
2025-09-07,39,Don't Worry I'll Make You Worry,Sabrina Carpenter
2025-09-07,40,Sorry I'm Here For Someone Else,Benson Boone
2025-09-07,41,Yukon,Justin Bieber
2025-09-07,42,Burning Blue,Mariah the Scientist
2025-09-07,43,It Depends,Chris Brown Featuring Bryson Tiller
2025-09-07,44,Folded,Kehlani
2025-09-07,45,Happen To Me,Russell Dickerson
2025-09-07,46,Worst Way,Riley Green
2025-09-07,47,Blue Strips,jessie murph
2025-09-07,48,Hell At Night,BigXthaPlug Featuring Ella Langley
2025-09-07,49,Jealous Type,Doja Cat
2025-09-07,50,The Subway,Chappell Roan
2025-09-07,51,No Broke Boys,Disco Lines & Tinashe
2025-09-07,52,Bar None,Jordan Davis
2025-09-07,53,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-09-07,54,After All The Bars Are Closed,Thomas Rhett
2025-09-07,55,Man I Need,Olivia Dean
2025-09-07,56,Back In The Saddle,Luke Combs
2025-09-07,57,Sugar On My Tongue,"Tyler, the Creator"
2025-09-07,58,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-09-07,59,Strategy,Twice
2025-09-07,60,House Again,Hudson Westbrook
2025-09-07,61,12 To 12,sombr
2025-09-07,62,What Did I Miss?,Drake
2025-09-07,63,Somewhere Over Laredo,Lainey Wilson
2025-09-07,64,Gabriela,KATSEYE
2025-09-07,65,6 Months Later,Megan Moroney
2025-09-07,66,Wildflower,Billie Eilish
2025-09-07,67,Amen,Shaboozey & Jelly Roll
2025-09-07,68,Revolving Door,Tate McRae
2025-09-07,69,Better Me For You (Brown Eyes),Max McNown
2025-09-07,70,Just Keep Watching,Tate McRae
2025-09-07,71,20 Cigarettes,Morgan Wallen
2025-09-07,72,wgft,Gunna Featuring Burna Boy
2025-09-07,73,Eternity,Alex Warren
2025-09-07,74,Your Way's Better,Forrest Frank
2025-09-07,75,Good Times & Tan Lines,Zach Top
2025-09-07,76,Don't Mind If I Do,Riley Green Featuring Ella Langley
2025-09-07,77,Party 4 U,Charli xcx
2025-09-07,78,Marlboro Rojo,Fuerza Regida
2025-09-07,79,Sparks,Coldplay
2025-09-07,80,Nice To Meet You,Myles Smith
2025-09-07,81,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-09-07,82,Heart Of Stone,Jelly Roll
2025-09-07,83,Last One To Know,Gavin Adcock
2025-09-07,84,Is It A Crime,Mariah the Scientist & Kali Uchis
2025-09-07,85,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-09-07,86,Jump,BLACKPINK
2025-09-07,87,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-09-07,88,Outside,Cardi B
2025-09-07,89,Frecuencia,Dareyes de La Sierra
2025-09-07,90,Went Legit,G Herbo
2025-09-07,91,Superman,Morgan Wallen
2025-09-07,92,So Far So Fake,Pierce the Veil
2025-09-07,93,Holy Water,Marshmello x Jelly Roll
2025-09-07,94,Let Down,Radiohead
2025-09-07,95,Typa,Glorilla
2025-09-07,96,Which One,Drake & Central Cee
2025-09-07,97,She Ready,Key Glock
2025-09-07,98,South Of Sanity,Zach Top
2025-09-07,99,Different Species,Offset & Gunna
2025-09-07,100,Gnarly,KATSEYE
2025-09-14,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-14,2,Ordinary,Alex Warren
2025-09-14,3,Manchild,Sabrina Carpenter
2025-09-14,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-14,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-09-14,6,Tears,Sabrina Carpenter
2025-09-14,7,What I Want,Morgan Wallen Featuring Tate McRae
2025-09-14,8,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-09-14,9,Love Me Not,Ravyn Lenae
2025-09-14,10,Daisies,Justin Bieber
2025-09-14,11,Lose Control,Teddy Swims
2025-09-14,12,Die With A Smile,Lady Gaga & Bruno Mars
2025-09-14,13,I Got Better,Morgan Wallen
2025-09-14,14,Mutt,Leon Thomas
